date,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland
01/03/2023,23.0,14.0,18.0,17.0,16.0,17.0,18.0,18.0,15.0,238.0,18.0,182.0,193.0,18.0,18.0,15.0,18.0,86.0,45.0,7.0,18.0,43.0,18.0,17.0,7.0,18.0,7.0
01/04/2023,23.0,14.0,18.0,17.0,16.0,17.0,18.0,18.0,15.0,238.0,18.0,182.0,193.0,18.0,18.0,15.0,18.0,86.0,45.0,7.0,18.0,43.0,18.0,17.0,7.0,18.0,7.0
01/05/2023,23.0,14.0,18.0,17.0,16.0,17.0,18.0,18.0,15.0,238.0,18.0,182.0,193.0,18.0,18.0,15.0,18.0,86.0,45.0,7.0,18.0,43.0,18.0,17.0,7.0,18.0,7.0
01/05/2023,23.0,14.0,18.0,17.0,16.0,17.0,18.0,18.0,15.0,238.0,18.0,182.0,193.0,18.0,18.0,15.0,18.0,86.0,45.0,7.0,18.0,43.0,18.0,17.0,7.0,18.0,7.0
01/05/2023,121.0,120.0,139.0,138.0,140.0,110.0,112.0,112.0,102.0,214.0,139.0,158.0,183.0,112.0,120.0,102.0,119.0,109.0,111.0,109.0,139.0,136.0,142.0,137.0,109.0,110.0,141.0
01/05/2023,121.44208333333334,120.08541666666667,138.58624999999998,137.50375,140.40166666666667,109.833125,111.93625000000002,111.93625000000002,102.0240625,214.29250000000002,139.39124999999999,158.37958333333333,182.79500000000002,111.93625000000002,119.56166666666667,102.0240625,118.96041666666666,109.13527777777777,110.74916666666667,108.51416666666667,138.58624999999998,136.00041666666667,142.22833333333332,136.67583333333332,109.185,109.90791666666667,140.68458333333334
01/05/2023,121.44208333333334,120.08541666666667,138.58624999999998,137.50375,140.40166666666667,109.833125,111.93625000000002,111.93625000000002,102.0240625,214.29250000000002,139.39124999999999,158.37958333333333,182.79500000000002,111.93625000000002,119.56166666666667,102.0240625,118.96041666666666,109.13527777777777,110.74916666666667,108.51416666666667,138.58624999999998,136.00041666666667,142.22833333333332,136.67583333333332,109.185,109.90791666666667,140.68458333333334
01/05/2023,121.0,120.0,139.0,138.0,140.0,110.0,112.0,112.0,102.0,214.0,139.0,158.0,183.0,112.0,120.0,102.0,119.0,109.0,111.0,109.0,139.0,136.0,142.0,137.0,109.0,110.0,141.0
01/05/2023,121.0,120.0,139.0,138.0,140.0,110.0,112.0,112.0,102.0,214.0,139.0,158.0,183.0,112.0,120.0,102.0,119.0,109.0,111.0,109.0,139.0,136.0,142.0,137.0,109.0,110.0,141.0
